Severity,Safety_Score,Days_Since_Inspection,Control_Metric,Turbulence_In_gforces,Cabin_Temperature,Accident_Type_Code,Max_Elevation,addition
Significant_Damage_And_Fatalities,78.58447489,8,93.16317229,0.261659574,78.7,7,44434.08715,4
Significant_Damage_And_Fatalities,21.27853881,15,45.16864175,0.699813199,79.06,1,48583.54863,7
Significant_Damage_And_Serious_Injuries,66.57534247,9,37.28350046,0.594512081,80.2,4,24079.42436,3
Highly_Fatal_And_Damaging,9.086757991,18,56.60893345,0.365878832,79.71,3,33783.78236,4
Significant_Damage_And_Serious_Injuries,72.00913242,9,45.39653601,0.520945546,78.67,7,25644.46842,2
Minor_Damage_And_Injuries,46.89497717,14,66.08933455,0.30998269,78.3,1,24554.58551,8
Minor_Damage_And_Injuries,47.76255708,14,71.0118505,0.522388027,79.89,2,42622.37152,4
Minor_Damage_And_Injuries,50.2739726,13,69.64448496,0.460361342,83.08,2,16200.33643,13
Highly_Fatal_And_Damaging,18.12785388,16,57.83956244,0.330538045,78,5,31647.88432,8
Highly_Fatal_And_Damaging,27.07762557,14,69.37101185,0.311425171,78.3,2,35553.18579,4
Highly_Fatal_And_Damaging,46.34703196,8,72.01458523,0.302770285,79.76,2,39338.09069,3
Significant_Damage_And_Serious_Injuries,48.31050228,10,57.52051048,0.52635485,79.21,6,32656.99709,6
Highly_Fatal_And_Damaging,47.89954338,14,41.8413856,0.745972593,81.17,3,14274.05901,6
Minor_Damage_And_Injuries,44.29223744,15,76.70920693,0.281854309,82.53,2,23412.78228,11
Significant_Damage_And_Serious_Injuries,27.94520548,17,57.24703737,0.441609088,76.58,7,32243.55261,3
Significant_Damage_And_Fatalities,79.40639269,8,74.52142206,0.478392355,82.26,1,30270.79367,1
Significant_Damage_And_Serious_Injuries,39.49771689,13,72.19690064,0.416726289,78.3,3,29135.86714,4
Highly_Fatal_And_Damaging,34.01826484,18,46.35369189,0.663029931,87.11,2,11344.02219,2
Minor_Damage_And_Injuries,58.03652968,11,68.91522334,0.254086549,83.45,2,36790.50081,9
Minor_Damage_And_Injuries,50.3652968,13,77.16499544,0.234613054,80.61,2,40666.47071,13
Significant_Damage_And_Fatalities,52.14611872,16,82.95350957,0.271396322,78.11,7,37253.90537,1
Minor_Damage_And_Injuries,43.24200913,12,52.14220602,0.522748648,79.89,1,21595.68715,11
Significant_Damage_And_Serious_Injuries,37.57990868,14,61.89608022,0.275723765,79.05,6,33355.86404,10
Highly_Fatal_And_Damaging,24.61187215,14,62.07839562,0.452788316,81.09,4,24892.55613,3
Highly_Fatal_And_Damaging,52.23744292,9,78.07657247,0.179438154,78.56,1,9759.362337,17
Significant_Damage_And_Serious_Injuries,42.51141553,12,79.58067457,0.222351965,79.18,6,27724.25601,15
Highly_Fatal_And_Damaging,22.78538813,15,73.01731996,0.333062387,88.57,2,23513.76332,15
Significant_Damage_And_Serious_Injuries,49.49771689,10,68.77848678,0.270675081,81.1,3,38968.23652,8
Highly_Fatal_And_Damaging,20.95890411,15,70.55606199,0.308900829,79.58,1,36818.98439,12
Highly_Fatal_And_Damaging,20.1826484,15,65.81586144,0.193502344,78.99,4,27035.83879,5
Minor_Damage_And_Injuries,42.28310502,12,40.06381039,0.518781825,79.89,6,39871.18607,12
Significant_Damage_And_Fatalities,41.36986301,9,52.68915223,0.328374324,77.3,3,27243.15115,9
Minor_Damage_And_Injuries,30.59360731,16,53.55515041,0.310703931,76.92,6,8585.998104,5
Minor_Damage_And_Injuries,55.66210046,12,80.85688241,0.219467003,81.04,2,47106.13538,3
Significant_Damage_And_Serious_Injuries,65.43378995,9,54.05651778,0.436560404,75.35,7,44574.06272,40
Highly_Fatal_And_Damaging,72.55707763,7,18.45943482,0.774822214,79.13,3,33579.70499,10
Significant_Damage_And_Serious_Injuries,63.69863014,13,45.62443026,0.496783988,79.64,1,35305.17414,0
Highly_Fatal_And_Damaging,38.99543379,10,62.80765725,0.328734944,80.53,4,42489.06774,3
Significant_Damage_And_Serious_Injuries,42.51141553,12,68.04922516,0.311064551,81.06,4,26755.00794,8
Highly_Fatal_And_Damaging,44.42922374,8,62.26071103,0.409513884,80.06,4,30372.7583,8
Highly_Fatal_And_Damaging,51.32420091,13,54.28441203,0.467213127,75.97,3,37599.70963,3
Significant_Damage_And_Fatalities,63.19634703,13,66.36280766,0.572514245,76.71,3,28354.12168,13
Minor_Damage_And_Injuries,29.08675799,16,42.57064722,0.447379012,83.27,4,22647.2609,3
Highly_Fatal_And_Damaging,15.15981735,17,78.03099362,0.247234764,79.51,4,33822.19862,3
Significant_Damage_And_Serious_Injuries,46.16438356,11,69.27985415,0.306376488,86.31,3,33523.70234,5
Minor_Damage_And_Injuries,30.3196347,16,57.01914312,0.284739272,78.74,3,18917.97273,10
Significant_Damage_And_Fatalities,28.85844749,13,51.27620784,0.422496213,87,4,29784.74647,7
Significant_Damage_And_Serious_Injuries,62.78538813,6,80.08204193,0.502914533,79.28,3,33346.78557,7
Minor_Damage_And_Injuries,45.34246575,15,72.83500456,0.329456185,81.26,2,49881.27037,3
Highly_Fatal_And_Damaging,35.98173516,11,67.54785779,0.344602236,80.96,1,35322.67598,10
Significant_Damage_And_Serious_Injuries,38.08219178,13,65.95259799,0.338832312,75.68,3,36742.99032,4
Significant_Damage_And_Fatalities,12.69406393,18,55.37830447,0.30998269,82.81,4,36830.54453,9
Highly_Fatal_And_Damaging,11.50684932,18,88.28623519,0.179438154,77.63,2,30094.08924,3
Significant_Damage_And_Serious_Injuries,77.76255708,8,51.45852325,0.640310855,79.03,7,24122.82342,3
Significant_Damage_And_Serious_Injuries,40.3652968,13,70.69279854,0.372369996,78.23,4,28800.00586,7
Highly_Fatal_And_Damaging,28.90410959,13,68.36827712,0.398695276,81.48,4,32874.41186,4
Minor_Damage_And_Injuries,54.97716895,12,59.98176846,0.374894338,79.31,6,36365.81771,6
Significant_Damage_And_Serious_Injuries,34.93150685,14,62.07839562,0.456033898,80.35,6,18816.72362,14
Minor_Damage_And_Injuries,44.42922374,12,51.77757521,0.549795168,80.32,7,38896.17291,16
Minor_Damage_And_Injuries,41.55251142,16,84.13855971,0.280411828,81.08,2,30336.18148,7
Significant_Damage_And_Fatalities,9.315068493,19,49.86326345,0.354699603,77.56,7,27972.92065,11
Significant_Damage_And_Serious_Injuries,39.9086758,13,82.22424795,0.318276956,81.53,3,23126.29197,5
Significant_Damage_And_Serious_Injuries,62.37442922,6,57.42935278,0.466491886,79.1,5,43400.02761,5
Highly_Fatal_And_Damaging,27.16894977,13,67.7301732,0.252644068,89.13,4,25170.33063,4
Significant_Damage_And_Serious_Injuries,40.77625571,13,73.33637192,0.45819762,76.4,3,37862.91999,20
Minor_Damage_And_Injuries,47.48858447,11,53.91978122,0.432232961,79.6,2,40360.61209,2
Minor_Damage_And_Injuries,46.84931507,14,83.8650866,0.289427335,87.79,2,40622.72929,12
Highly_Fatal_And_Damaging,38.44748858,10,85.59708295,0.263823296,81.7,2,22068.22223,9
Significant_Damage_And_Serious_Injuries,46.11872146,11,46.03463993,0.602445727,81.42,3,39473.09504,0
Minor_Damage_And_Injuries,77.67123288,2,64.76754786,0.371288136,82.49,2,28213.42762,17
Significant_Damage_And_Serious_Injuries,31.96347032,15,61.57702826,0.483801659,83.57,2,36109.01287,2
Highly_Fatal_And_Damaging,50.50228311,13,47.72105743,0.351454021,77.92,2,29368.16755,11
Significant_Damage_And_Fatalities,29.6803653,13,54.92251595,0.43079048,87,2,24744.15842,16
Significant_Damage_And_Serious_Injuries,29.49771689,16,62.8532361,0.321522539,85.26,5,36656.54735,5
Highly_Fatal_And_Damaging,56.02739726,12,56.06198724,0.388237288,77.74,6,27903.57087,19
Significant_Damage_And_Serious_Injuries,20.0456621,19,54.6946217,0.467213127,77.75,7,14240.57263,11
Minor_Damage_And_Injuries,47.48858447,11,50.59252507,0.523469888,79.89,2,20134.14523,2
Highly_Fatal_And_Damaging,36.16438356,11,67.59343665,0.257332131,80.98,4,27412.26472,2
Significant_Damage_And_Serious_Injuries,52.96803653,9,66.72743847,0.311785792,88.62,6,23998.30486,6
Significant_Damage_And_Fatalities,10.86757991,18,54.46672744,0.484162279,78.13,4,34345.36342,6
Minor_Damage_And_Injuries,58.40182648,11,64.81312671,0.45891886,80.63,2,32702.14799,6
Highly_Fatal_And_Damaging,30.1826484,12,62.12397448,0.427905517,80.55,6,17869.27129,8
Significant_Damage_And_Serious_Injuries,50,16,48.95168642,0.43187234,76.48,7,22951.83593,22
Significant_Damage_And_Serious_Injuries,40.77625571,13,70.19143118,0.546188965,78.23,3,29683.29636,4
Highly_Fatal_And_Damaging,30.77625571,19,44.39380128,0.339192932,79.57,3,21741.07941,4
Significant_Damage_And_Serious_Injuries,62.69406393,6,80.40109389,0.308540209,78.43,6,28627.91381,6
Highly_Fatal_And_Damaging,64.93150685,9,49.68094804,0.347487198,76.3,2,15521.1855,16
Significant_Damage_And_Serious_Injuries,36.75799087,14,72.83500456,0.237858637,79.58,1,44088.64526,10
Highly_Fatal_And_Damaging,55.43378995,12,50.18231541,0.564219978,77.9,5,44244.62918,3
Significant_Damage_And_Serious_Injuries,19.36073059,19,59.89061076,0.523469888,77.97,4,35901.48037,1
Significant_Damage_And_Serious_Injuries,49.5890411,10,88.650866,0.173307609,80.98,6,46306.19207,5
Significant_Damage_And_Serious_Injuries,48.72146119,18,44.34822242,0.621919221,79.37,6,22727.32152,21
Minor_Damage_And_Injuries,46.48401826,11,45.85232452,0.355781464,78.68,3,24518.01247,17
Minor_Damage_And_Injuries,27.94520548,20,76.48131267,0.264905157,83.54,5,23270.13309,9
Highly_Fatal_And_Damaging,20.1826484,15,85.5515041,0.263823296,78.15,3,33146.07003,1
Minor_Damage_And_Injuries,39.45205479,13,48.22242479,0.493899026,81.15,6,45332.30276,4
Significant_Damage_And_Serious_Injuries,29.9543379,16,61.39471285,0.443051569,79.39,7,32666.80939,15
Highly_Fatal_And_Damaging,50.50228311,6,80.35551504,0.293394158,77.2,4,45606.55361,6
Highly_Fatal_And_Damaging,19.9086758,16,64.12944394,0.368763794,78.46,4,55982.29272,2
Highly_Fatal_And_Damaging,27.71689498,13,74.79489517,0.361190768,79.85,2,37435.5728,3
Highly_Fatal_And_Damaging,33.83561644,11,73.60984503,0.412398846,84.4,1,33963.8106,2
Significant_Damage_And_Fatalities,68.26484018,12,73.74658159,0.351454021,81.46,2,29887.80597,1
Significant_Damage_And_Serious_Injuries,47.89954338,11,74.88605287,0.306015867,81.13,3,33067.62441,2
Significant_Damage_And_Fatalities,81.46118721,7,79.94530538,0.235334295,81.38,7,21640.53466,6
Minor_Damage_And_Injuries,50.1369863,13,69.91795807,0.464328164,76.09,2,16200.33643,15
Significant_Damage_And_Fatalities,27.53424658,13,43.16317229,0.48596538,79.92,1,30233.19108,3
Highly_Fatal_And_Damaging,25.98173516,14,59.61713765,0.426823657,77.25,4,21403.66992,6
Highly_Fatal_And_Damaging,36.11872146,11,58.79671832,0.41816877,78.06,4,34804.22081,10
Highly_Fatal_And_Damaging,18.53881279,16,62.07839562,0.425381176,81.18,4,26227.63774,10
Minor_Damage_And_Injuries,44.33789954,15,93.66453965,0.22920375,83.34,2,30619.78737,6
Highly_Fatal_And_Damaging,12.19178082,18,75.43299909,0.290509196,79.84,2,20313.47617,7
Minor_Damage_And_Injuries,45.20547945,15,83.91066545,0.231367472,78.02,2,34553.53351,2
Significant_Damage_And_Fatalities,83.65296804,7,64.17502279,0.273199423,77.55,7,33393.25319,5
Significant_Damage_And_Fatalities,51.55251142,17,56.42661805,0.324768121,76.3,5,36324.943,4
Significant_Damage_And_Serious_Injuries,18.72146119,19,82.22424795,0.371648756,84.33,6,56224.44631,11
Significant_Damage_And_Serious_Injuries,33.78995434,15,67.27438469,0.387516048,78.59,3,13375.35486,4
Highly_Fatal_And_Damaging,25.66210046,21,56.83682771,0.307818969,78.84,7,21723.65491,12
Significant_Damage_And_Serious_Injuries,52.96803653,9,72.6071103,0.421774973,76.69,3,31688.28837,3
Significant_Damage_And_Fatalities,39.40639269,10,53.91978122,0.551598269,80.02,1,21865.11196,11
Highly_Fatal_And_Damaging,13.74429224,17,70.73837739,0.324046881,77.92,3,31286.09685,8
Highly_Fatal_And_Damaging,55.25114155,12,48.72379216,0.508684457,77.93,3,44516.62973,9
Significant_Damage_And_Serious_Injuries,66.57534247,5,48.13126709,0.625164803,79.75,3,42042.61793,16
Minor_Damage_And_Injuries,38.44748858,17,70.14585232,0.370927515,80.96,5,31310.54672,5
Highly_Fatal_And_Damaging,15.66210046,17,60.16408387,0.281493689,85.9,6,16878.48431,5
Significant_Damage_And_Serious_Injuries,53.83561644,9,75.47857794,0.370927515,76.09,2,25019.92995,4
Significant_Damage_And_Serious_Injuries,55.79908676,8,77.66636281,0.334865489,82.88,4,29115.93173,15
Significant_Damage_And_Serious_Injuries,29.6347032,16,74.79489517,0.384631085,76.85,6,29135.86714,2
Minor_Damage_And_Injuries,57.67123288,11,73.97447584,0.232809953,78.67,1,22336.4072,6
Significant_Damage_And_Serious_Injuries,43.65296804,12,67.91248861,0.30926145,79.17,3,20822.30944,12
Highly_Fatal_And_Damaging,45.15981735,8,77.34731085,0.245792283,82.15,7,51867.84128,23
Highly_Fatal_And_Damaging,22.19178082,15,71.0118505,0.334865489,81.26,1,13658.8165,6
Significant_Damage_And_Fatalities,68.63013699,11,88.46855059,0.185208078,79.88,3,30107.34664,6
Minor_Damage_And_Injuries,59.40639269,11,76.93710119,0.428266138,78.18,2,29288.4481,17
Significant_Damage_And_Fatalities,55.79908676,15,80.35551504,0.246513523,79.23,7,5513.586528,8
Minor_Damage_And_Injuries,45.06849315,15,69.325433,0.298803462,83.74,2,37349.24946,3
Significant_Damage_And_Serious_Injuries,62.19178082,6,73.01731996,0.352175261,79.79,4,34982.99273,3
Significant_Damage_And_Fatalities,22.83105023,15,47.21969006,0.438724125,79.46,2,27716.34617,3
Significant_Damage_And_Serious_Injuries,41.68949772,13,73.97447584,0.414562568,81.02,3,19754.58124,5
Significant_Damage_And_Serious_Injuries,37.30593607,14,79.21604376,0.224876307,78.08,6,34929.74042,9
Significant_Damage_And_Serious_Injuries,39.45205479,13,69.4165907,0.462885683,79.07,3,44552.86883,25
Highly_Fatal_And_Damaging,53.78995434,9,80.674567,0.219827624,81.62,1,29328.14578,5
Significant_Damage_And_Serious_Injuries,29.31506849,16,74.33910665,0.232809953,76.16,3,35317.91194,8
Minor_Damage_And_Injuries,35.38812785,18,66.18049225,0.430429859,82.31,2,41053.14487,2
Significant_Damage_And_Serious_Injuries,31.50684932,16,58.11303555,0.330538045,79.72,6,20387.3562,9
Significant_Damage_And_Serious_Injuries,47.12328767,11,61.39471285,0.330898666,82.14,5,39675.1875,9
Highly_Fatal_And_Damaging,48.44748858,14,48.08568824,0.441969708,77.69,2,27506.84893,6
Highly_Fatal_And_Damaging,39.36073059,10,60.66545123,0.395089073,82.81,4,36221.85839,3
Minor_Damage_And_Injuries,76.11872146,6,65.13217867,0.356142084,77.1,2,10487.6113,14
Significant_Damage_And_Serious_Injuries,79.6803653,8,45.39653601,0.717844212,78.87,7,42042.61793,25
Significant_Damage_And_Serious_Injuries,66.25570776,12,46.94621696,0.56602308,79.99,1,31864.08819,17
Highly_Fatal_And_Damaging,42.69406393,9,85.18687329,0.281854309,81.73,1,35115.52848,13
Minor_Damage_And_Injuries,19.543379,19,38.92433911,0.612543094,88.01,1,33952.91928,2
Significant_Damage_And_Fatalities,45.57077626,18,54.55788514,0.369485034,83.01,4,31450.5946,2
Minor_Damage_And_Injuries,33.74429224,18,54.19325433,0.592348359,79.2,3,31061.94666,10
Significant_Damage_And_Fatalities,22.73972603,15,54.46672744,0.357584565,81.32,4,27318.35843,5
Significant_Damage_And_Serious_Injuries,35.52511416,14,72.37921604,0.36371511,76.92,4,30163.10943,10
Significant_Damage_And_Fatalities,20.1826484,15,48.3135825,0.460000721,79.09,4,26548.89266,4
Minor_Damage_And_Injuries,48.99543379,14,58.47766636,0.387876668,82.99,2,37854.0579,5
Minor_Damage_And_Injuries,52.55707763,13,82.1786691,0.26887198,79.54,2,32572.07315,4
Highly_Fatal_And_Damaging,33.60730594,18,56.70009116,0.605691309,81.66,5,38272.30046,14
Highly_Fatal_And_Damaging,22.73972603,15,73.01731996,0.265987018,81.91,4,29660.96349,8
Minor_Damage_And_Injuries,49.45205479,14,67.31996354,0.192059863,88.11,7,34480.6632,16
Significant_Damage_And_Fatalities,61.87214612,13,69.5077484,0.246874144,77.27,7,27295.81652,16
Highly_Fatal_And_Damaging,16.52968037,16,59.16134913,0.382827984,78.72,1,35522.81412,8
Significant_Damage_And_Fatalities,39.543379,9,52.64357338,0.456033898,77.48,4,30820.20887,6
Minor_Damage_And_Injuries,50.1369863,13,69.59890611,0.303852146,79.62,4,36389.91282,13
Significant_Damage_And_Fatalities,39.543379,9,38.33181404,0.671324198,88.18,4,22647.2609,2
Minor_Damage_And_Injuries,63.65296804,9,67.7301732,0.374533718,80.13,5,36375.7755,14
Significant_Damage_And_Fatalities,23.47031963,14,53.50957156,0.264544537,76.93,1,18799.48957,8
Highly_Fatal_And_Damaging,24.84018265,14,62.03281677,0.527797331,76.07,4,21212.0283,24
Significant_Damage_And_Fatalities,61.78082192,13,64.4484959,0.320801298,79.17,7,16545.07182,16
Significant_Damage_And_Serious_Injuries,32.37442922,15,63.26344576,0.448460873,76.56,6,24411.82913,8
Significant_Damage_And_Fatalities,64.42922374,13,60.16408387,0.542582762,77.61,7,35509.22852,12
Significant_Damage_And_Serious_Injuries,57.12328767,8,77.43846855,0.414201947,78.05,3,31378.04283,12
Significant_Damage_And_Serious_Injuries,40.63926941,13,65.90701914,0.30998269,78.29,2,23123.37793,8
Significant_Damage_And_Fatalities,53.74429224,16,53.69188696,0.551598269,83.94,4,30195.73922,5
Highly_Fatal_And_Damaging,16.48401826,16,82.1786691,0.144818608,82.97,4,45084.69164,4
Highly_Fatal_And_Damaging,33.51598174,18,56.70009116,0.605691309,82.69,3,52378.41562,15
Highly_Fatal_And_Damaging,32.73972603,12,73.10847767,0.290148576,79.63,1,43611.81624,16
Minor_Damage_And_Injuries,54.10958904,12,59.16134913,0.355060224,83.12,2,41368.5261,4
Significant_Damage_And_Serious_Injuries,66.57534247,5,58.20419325,0.307458348,80.71,3,20292.70582,5
Highly_Fatal_And_Damaging,56.52968037,12,39.83591613,0.486326001,77.25,2,49762.79706,1
Significant_Damage_And_Serious_Injuries,33.74429224,15,70.14585232,0.299885323,81.85,6,28793.16869,19
Significant_Damage_And_Serious_Injuries,37.07762557,14,77.93983592,0.298082221,82.75,6,22637.52467,17
Highly_Fatal_And_Damaging,28.72146119,20,56.5633546,0.351093401,88.39,4,18640.07253,7
Highly_Fatal_And_Damaging,43.65296804,15,49.81768459,0.408432023,77.75,4,14515.79515,9
Highly_Fatal_And_Damaging,31.14155251,12,85.59708295,0.29663974,83.01,1,27037.41641,9
Significant_Damage_And_Fatalities,28.90410959,13,50.68368277,0.481277317,77.74,4,36010.89648,9
Significant_Damage_And_Serious_Injuries,64.24657534,6,64.6308113,0.356863325,78.28,3,33773.40314,7
Significant_Damage_And_Fatalities,40.63926941,9,54.05651778,0.551958889,75.9,4,37524.25422,8
Significant_Damage_And_Serious_Injuries,33.69863014,15,69.55332726,0.30926145,77.52,3,16902.3487,7
Highly_Fatal_And_Damaging,22.05479452,15,79.94530538,0.268150739,78.92,4,20146.91725,21
Minor_Damage_And_Injuries,38.17351598,17,71.69553327,0.367681933,80.14,5,37047.55116,2
Highly_Fatal_And_Damaging,30.4109589,12,74.93163172,0.227400649,77.29,6,30077.41619,8
Significant_Damage_And_Serious_Injuries,51.41552511,9,64.08386509,0.44521529,84.19,6,30147.90544,19
Significant_Damage_And_Serious_Injuries,42.51141553,12,76.07110301,0.293033538,83.38,6,34032.096,5
Highly_Fatal_And_Damaging,0,21,63.90154968,0.3226044,88.11,3,24144.01153,16
Highly_Fatal_And_Damaging,38.44748858,17,52.82588879,0.247956004,83.43,7,24506.96974,24
Significant_Damage_And_Serious_Injuries,35.29680365,14,64.99544211,0.507963217,80.9,3,25272.12489,2
Highly_Fatal_And_Damaging,53.78995434,12,56.79124886,0.279690588,77.3,1,21723.65491,13
Significant_Damage_And_Fatalities,57.16894977,15,74.79489517,0.224876307,80.45,7,16008.61327,5
Significant_Damage_And_Fatalities,34.01826484,11,50.86599818,0.481277317,77.67,4,32749.97793,1
Significant_Damage_And_Serious_Injuries,51.78082192,9,61.62260711,0.371288136,82.52,3,32509.93126,12
Significant_Damage_And_Serious_Injuries,47.12328767,11,69.91795807,0.316834475,79.86,6,19100.87039,10
Highly_Fatal_And_Damaging,35.43378995,17,50.82041933,0.438002885,77.62,5,49350.33362,9
Minor_Damage_And_Injuries,36.21004566,14,51.09389243,0.37741868,79.97,2,36091.55277,4
Significant_Damage_And_Serious_Injuries,43.33333333,12,90.15496809,0.298803462,83.82,5,48141.34855,2
Minor_Damage_And_Injuries,50.4109589,13,72.01458523,0.334865489,84.96,2,20228.12287,2
Significant_Damage_And_Serious_Injuries,38.08219178,13,70.10027347,0.354699603,81.37,3,18673.7669,15
Highly_Fatal_And_Damaging,29.22374429,13,66.90975387,0.355420844,81.72,1,27087.62336,13
Minor_Damage_And_Injuries,42.00913242,16,81.03919781,0.234252434,78.76,2,22102.03854,16
Significant_Damage_And_Serious_Injuries,77.30593607,4,39.88149499,0.502914533,78.37,7,32364.35222,4
Highly_Fatal_And_Damaging,32.23744292,12,66.2260711,0.463967544,81.76,4,27511.84047,7
Significant_Damage_And_Serious_Injuries,52.92237443,9,80.44667274,0.262380815,81.04,3,29216.41599,1
Significant_Damage_And_Serious_Injuries,56.89497717,8,68.41385597,0.397974035,79.89,3,37489.81256,10
Minor_Damage_And_Injuries,68.31050228,8,45.44211486,0.584054093,78.61,4,19721.15734,15
Highly_Fatal_And_Damaging,27.67123288,13,55.60619872,0.479113595,78.31,4,27139.30343,3
Highly_Fatal_And_Damaging,23.01369863,15,73.65542388,0.388958529,89.19,6,48169.64106,17
Minor_Damage_And_Injuries,27.76255708,16,49.86326345,0.360469528,81.72,2,36091.55277,4
Minor_Damage_And_Injuries,34.24657534,15,37.83044667,0.605691309,84.51,4,30889.14569,7
Highly_Fatal_And_Damaging,31.14155251,12,57.52051048,0.478392355,77.83,2,47090.25698,9
Significant_Damage_And_Fatalities,67.53424658,12,80.03646308,0.34965092,78.47,1,34183.3512,11
Significant_Damage_And_Serious_Injuries,68.21917808,8,56.70009116,0.469376848,83.58,7,27551.10353,4
Significant_Damage_And_Serious_Injuries,65.43378995,12,51.27620784,0.598118283,80.17,7,42768.50948,1
Significant_Damage_And_Serious_Injuries,37.57990868,14,72.4247949,0.294836639,79.99,1,28770.87501,9
Highly_Fatal_And_Damaging,4.931506849,20,59.38924339,0.267429499,87.11,1,21997.4295,2
Significant_Damage_And_Serious_Injuries,25.25114155,17,66.63628077,0.366239452,80.67,3,22804.75449,12
Significant_Damage_And_Serious_Injuries,29.08675799,16,82.22424795,0.287624234,82.59,2,36366.15301,4
Significant_Damage_And_Fatalities,32.42009132,12,54.28441203,0.590905878,76.99,4,31988.19599,8
Highly_Fatal_And_Damaging,17.07762557,16,75.25068368,0.330538045,76.77,3,34283.77462,7
Highly_Fatal_And_Damaging,33.97260274,11,69.55332726,0.324046881,77.2,4,32150.91088,6
Significant_Damage_And_Serious_Injuries,27.57990868,17,61.2579763,0.47117995,80.76,6,30323.3418,2
Highly_Fatal_And_Damaging,46.02739726,8,67.41112124,0.31034331,83.51,3,33784.95372,11
Highly_Fatal_And_Damaging,56.43835616,11,55.97082954,0.456394519,83.31,2,20574.54872,1
Highly_Fatal_And_Damaging,20.456621,15,63.94712853,0.199632889,81.86,1,20584.32399,10
Minor_Damage_And_Injuries,58.08219178,11,68.91522334,0.199632889,81.69,2,30479.98025,7
Minor_Damage_And_Injuries,57.89954338,11,74.88605287,0.334504868,88.47,1,24312.57633,1
Significant_Damage_And_Fatalities,44.79452055,8,52.59799453,0.392564731,77.91,4,37446.25097,7
Highly_Fatal_And_Damaging,35.15981735,11,79.21604376,0.317555716,74.86,7,48882.99695,6
Highly_Fatal_And_Damaging,53.78995434,5,63.35460346,0.301688424,81.3,4,36722.33357,8
Significant_Damage_And_Fatalities,82.23744292,7,73.38195077,0.295197259,84.62,3,38792.57767,5
Highly_Fatal_And_Damaging,46.66666667,15,57.06472197,0.308900829,77.69,2,29894.42595,6
Significant_Damage_And_Fatalities,28.53881279,13,48.81494986,0.438002885,81.78,3,40797.96021,3
Highly_Fatal_And_Damaging,44.70319635,8,62.57976299,0.409513884,77.3,1,8335.480494,3
Significant_Damage_And_Fatalities,60.54794521,14,70.41932543,0.368042553,76.19,7,36343.41649,5
Significant_Damage_And_Serious_Injuries,36.02739726,14,72.698268,0.233531194,82.46,3,35684.88277,26
Significant_Damage_And_Fatalities,15.89041096,17,51.91431176,0.493538406,79.81,1,13860.57832,2
Significant_Damage_And_Serious_Injuries,56.89497717,8,60.61987238,0.371648756,90.65,2,39765.51486,22
Minor_Damage_And_Injuries,66.57534247,8,72.65268915,0.467213127,84.4,7,41870.02622,4
Significant_Damage_And_Fatalities,31.73515982,23,70.00911577,0.198190408,80.54,7,47182.81461,19
Significant_Damage_And_Serious_Injuries,62.51141553,13,45.89790337,0.804753696,76.81,7,42042.61793,26
Significant_Damage_And_Serious_Injuries,40.77625571,13,82.1786691,0.176553191,80.53,6,14519.24189,5
Significant_Damage_And_Fatalities,64.65753425,13,72.65268915,0.388958529,80.35,1,21079.16911,21
Highly_Fatal_And_Damaging,54.06392694,9,59.02461258,0.345323476,79.55,3,22475.12587,3
Significant_Damage_And_Serious_Injuries,77.76255708,8,49.22515953,0.541140281,87.34,4,37436.73221,5
Significant_Damage_And_Fatalities,63.19634703,13,64.4484959,0.339192932,79.89,7,27787.34644,19
Significant_Damage_And_Serious_Injuries,61.55251142,10,52.41567912,0.47226181,78.28,7,30305.51648,3
Highly_Fatal_And_Damaging,47.80821918,14,48.90610757,0.556286332,77.92,2,38375.43748,4
Significant_Damage_And_Serious_Injuries,48.72146119,11,84.54876937,0.20143599,82.45,3,39961.82076,2
Minor_Damage_And_Injuries,55.11415525,12,78.76025524,0.335586729,83.6,2,25265.93655,5
Highly_Fatal_And_Damaging,6.347031963,19,74.15679125,0.221270105,77.79,4,26198.21584,8
Significant_Damage_And_Serious_Injuries,43.01369863,12,57.61166819,0.468655608,83.45,6,20265.04262,3
Highly_Fatal_And_Damaging,37.12328767,11,73.70100273,0.291591057,78.7,6,21036.14873,3
Minor_Damage_And_Injuries,61.32420091,10,61.2579763,0.395449693,80.72,4,31639.1855,4
Highly_Fatal_And_Damaging,29.36073059,13,78.30446673,0.243989181,84.32,1,32806.28957,14
Minor_Damage_And_Injuries,60.0913242,10,81.35824977,0.365157591,81.78,2,29150.1822,10
Highly_Fatal_And_Damaging,27.26027397,13,86.9644485,0.21441832,80.27,2,33570.29637,12
Highly_Fatal_And_Damaging,51.05022831,13,0,0.60641255,78.39,2,23758.61155,12
Highly_Fatal_And_Damaging,19.6803653,15,54.55788514,0.335226109,74.82,2,61815.49829,3
Significant_Damage_And_Serious_Injuries,54.52054795,8,73.29079307,0.244349802,79.31,1,24609.03355,8
Significant_Damage_And_Serious_Injuries,64.01826484,13,53.46399271,0.392564731,77.08,7,42110.17765,6
Significant_Damage_And_Serious_Injuries,32.87671233,15,95.48769371,0.172946989,83.7,6,14287.47546,6
Highly_Fatal_And_Damaging,30.91324201,12,74.61257976,0.20143599,76.42,1,30726.56447,6
Highly_Fatal_And_Damaging,22.28310502,15,70.78395624,0.379582402,78.52,4,39792.62264,11
